HGNC ID	Approved symbol	Approved name	Alias symbols	Alias names
HGNC:152	ACTG1P7	actin gamma 1 pseudogene 7		
HGNC:153	ACTG1P8	actin gamma 1 pseudogene 8		
HGNC:154	ACTG1P9	actin gamma 1 pseudogene 9		
HGNC:155	ACTG1P10	actin gamma 1 pseudogene 10		
HGNC:37651	ACTG1P11	actin gamma 1 pseudogene 11		
HGNC:44496	ACTG1P12	actin gamma 1 pseudogene 12		
HGNC:49058	ACTG1P13	actin gamma 1 pseudogene 13		
HGNC:49751	ACTG1P14	actin gamma 1 pseudogene 14		
HGNC:51495	ACTG1P15	actin gamma 1 pseudogene 15		
HGNC:51496	ACTG1P16	actin gamma 1 pseudogene 16		
HGNC:51497	ACTG1P17	actin gamma 1 pseudogene 17		
HGNC:51498	ACTG1P18	actin gamma 1 pseudogene 18		
HGNC:51499	ACTG1P19	actin gamma 1 pseudogene 19		
HGNC:51500	ACTG1P20	actin gamma 1 pseudogene 20		
HGNC:51501	ACTG1P21	actin gamma 1 pseudogene 21		
HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22		
HGNC:51503	ACTG1P23	actin gamma 1 pseudogene 23		
HGNC:49661	ACTG1P24	actin gamma 1 pseudogene 24		
HGNC:54872	ACTG1P25	actin gamma 1 pseudogene 25	AGPG	
HGNC:145	ACTG2	actin gamma 2, smooth muscle	ACTSG	
HGNC:24124	ACTL6A	actin like 6A	Actl6, BAF53A, Arp4, Baf53a, INO80K, SMARCN1	BAF complex 53 kDa subunit, BRG1-associated factor 53A, actin-related protein 4, INO80 complex subunit K
HGNC:160	ACTL6B	actin like 6B	BAF53B, SMARCN2	
HGNC:161	ACTL7A	actin like 7A		
HGNC:162	ACTL7B	actin like 7B	Tact1	
HGNC:24018	ACTL8	actin like 8	CT57	cancer/testis antigen 57
HGNC:28494	ACTL9	actin like 9	MGC33407	
HGNC:16127	ACTL10	actin like 10		
HGNC:44626	ACTL11P	actin like 11, pseudogene		
HGNC:163	ACTN1	actinin alpha 1		
HGNC:20131	ACTN1-DT	ACTN1 divergent transcript		
HGNC:164	ACTN2	actinin alpha 2		
HGNC:165	ACTN3	actinin alpha 3		
HGNC:166	ACTN4	actinin alpha 4		
HGNC:44028	ACTN4P1	actinin alpha 4 pseudogene 1		
HGNC:44032	ACTN4P2	actinin alpha 4 pseudogene 2		
HGNC:51621	ACTP1	actin family pseudogene 1		
HGNC:167	ACTR1A	actin related protein 1A	ARP1, Arp1A	centractin alpha
HGNC:54703	ACTR1AP1	ACTR1A pseudogene 1		
HGNC:168	ACTR1B	actin related protein 1B	Arp1B	centractin beta
HGNC:169	ACTR2	actin related protein 2	ARP2	
HGNC:170	ACTR3	actin related protein 3	ARP3	
HGNC:53965	ACTR3-AS1	ACTR3 antisense RNA 1	AC104653.1	
HGNC:17256	ACTR3B	actin related protein 3B	ARP11, ARP3beta	
HGNC:37724	ACTR3BP1	ACTR3B pseudogene 1		
HGNC:38677	ACTR3BP2	ACTR3B pseudogene 2	FKSG73	
HGNC:38678	ACTR3BP3	ACTR3B pseudogene 3		
HGNC:38681	ACTR3BP4	ACTR3B pseudogene 4		
HGNC:38682	ACTR3BP5	ACTR3B pseudogene 5		
HGNC:38683	ACTR3BP6	ACTR3B pseudogene 6		
HGNC:54971	ACTR3BP7	ACTR3B pseudogene 7		
HGNC:37282	ACTR3C	actin related protein 3C	ARP11	
HGNC:31820	ACTR3P1	ACTR3 pseudogene 1		
HGNC:38676	ACTR3P2	ACTR3 pseudogene 2		
HGNC:38679	ACTR3P3	ACTR3 pseudogene 3		
HGNC:14671	ACTR5	actin related protein 5	FLJ12785, Arp5, INO80M	INO80 complex subunit M
HGNC:24025	ACTR6	actin related protein 6	ARP6, FLJ13433	
HGNC:44210	ACTR6P1	ACTR6 pseudogene 1		
HGNC:14672	ACTR8	actin related protein 8	INO80N, ARP8	INO80 complex subunit N
HGNC:17372	ACTR10	actin related protein 10	HARP11, ACTR11, Arp11, Arp10	
HGNC:24027	ACTRT1	actin related protein T1	AIP1, KIAA0705, ARIP1, Arp-T1	
HGNC:55127	ACTRT1P1	ACTRT1 pseudogene 1		
HGNC:24026	ACTRT2	actin related protein T2	Arp-T2, ARPM2, FLJ25424	
HGNC:24022	ACTRT3	actin related protein T3	ARPM1	actin related protein M1
HGNC:171	ACVR1	activin A receptor type 1	SKR1, ALK2, ACVR1A	
HGNC:172	ACVR1B	activin A receptor type 1B	ALK4, SKR2, ActRIB	
HGNC:18123	ACVR1C	activin A receptor type 1C	ALK7, ACVRLK7	
HGNC:173	ACVR2A	activin A receptor type 2A	ACTRII	
HGNC:174	ACVR2B	activin A receptor type 2B	ActR-IIB	
HGNC:44161	ACVR2B-AS1	ACVR2B antisense RNA 1		
HGNC:175	ACVRL1	activin A receptor like type 1	HHT2, ALK1, HHT	activin receptor-like kinase 1
HGNC:177	ACY1	aminoacylase 1		
HGNC:24104	ACY3	aminoacylase 3	HCBP1, MGC9740, ACY-3	N-acyl-aromatic-L-amino acid amidohydrolase
HGNC:179	ACYP1	acylphosphatase 1		
HGNC:180	ACYP2	acylphosphatase 2		
HGNC:186	ADA	adenosine deaminase	ADA1	
HGNC:1839	ADA2	adenosine deaminase 2	ADGF	
HGNC:30713	ADAD1	adenosine deaminase domain containing 1	Tenr	
HGNC:44550	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1		
HGNC:44552	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2		
HGNC:30714	ADAD2	adenosine deaminase domain containing 2	TENRL, FLJ00337	
HGNC:31853	ADAL	adenosine deaminase like		
HGNC:187	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	FTNAP, PH-30a, Ftna, ADAM1P	fertilin alpha
HGNC:44366	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)		
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	PH-30b, PH30, CT15	cancer/testis antigen 15
HGNC:209	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	ADAM3, tMDCI	
HGNC:210	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)		cyritestin 2
HGNC:212	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	tMDCII	
HGNC:213	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	tMDCIV	
HGNC:214	ADAM7	ADAM metallopeptidase domain 7	GP-83, EAPI	
HGNC:56152	ADAM7-AS1	ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1		
HGNC:56153	ADAM7-AS2	ADAM7 antisense RNA 2		
HGNC:215	ADAM8	ADAM metallopeptidase domain 8	CD156, MS2, CD156A	
HGNC:216	ADAM9	ADAM metallopeptidase domain 9	MDC9, KIAA0021, MCMP, Mltng	meltrin gamma
HGNC:188	ADAM10	ADAM metallopeptidase domain 10	kuz, MADM, HsT18717, CD156C	
HGNC:189	ADAM11	ADAM metallopeptidase domain 11		metalloproteinase-like, disintegrin-like, cysteine-rich protein
HGNC:190	ADAM12	ADAM metallopeptidase domain 12	MCMPMltna, MLTN	meltrin alpha
HGNC:193	ADAM15	ADAM metallopeptidase domain 15	MDC15	metargidin
HGNC:195	ADAM17	ADAM metallopeptidase domain 17	cSVP, CD156B	cartilage snake venom-like protease, TNF-alpha convertase enzyme, a disintegrin and metalloproteinase 17
HGNC:196	ADAM18	ADAM metallopeptidase domain 18	tMDCIII, ADAM27	
HGNC:197	ADAM19	ADAM metallopeptidase domain 19	MLTNB	meltrin beta
HGNC:199	ADAM20	ADAM metallopeptidase domain 20		
HGNC:20102	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1		
HGNC:43901	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2		
HGNC:43902	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3		
HGNC:200	ADAM21	ADAM metallopeptidase domain 21	ADAM31	
HGNC:19822	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1		
HGNC:201	ADAM22	ADAM metallopeptidase domain 22	MDC2	metalloproteinase-like, disintegrin-like, and cysteine-rich protein 2
HGNC:202	ADAM23	ADAM metallopeptidase domain 23	MDC3	
HGNC:203	ADAM24P	ADAM metallopeptidase domain 24, pseudogene		a disintegrin and metalloproteinase domain 24
HGNC:206	ADAM28	ADAM metallopeptidase domain 28	eMDCII, MDC-Lm, MDC-Ls, ADAM23	
HGNC:207	ADAM29	ADAM metallopeptidase domain 29	svph1, CT73	cancer/testis antigen 73
HGNC:208	ADAM30	ADAM metallopeptidase domain 30	svph4	
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32		
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	DKFZp434K0521, dJ964F7.1	
HGNC:16299	ADAMDEC1	ADAM like decysin 1	M12.219	
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	C3-C5, METH1, KIAA1346	metalloprotease and thrombospondin-1
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	procollagen I N-proteinase, procollagen N-endopeptidase
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	KIAA0366, ADAMTS-4	
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	KIAA0688, ADAMTS-2, ADMP-1	
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	ADMP-2, ADAMTS11	aggrecanase-2
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	ADAM-TS6	a disintegrin and metalloproteinase with thrombospondin motifs 6
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	ADAM-TS7, DKFZp434H204	COMPase, a disintegrin and metalloprotease with thrombospondin motifs-7 preproprotein
HGNC:49407	ADAMTS7P1	ADAMTS7 pseudogene 1		
HGNC:49409	ADAMTS7P3	ADAMTS7 pseudogene 3		
HGNC:49410	ADAMTS7P4	ADAMTS7 pseudogene 4		
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	METH2, FLJ41712, ADAM-TS8	
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	KIAA1312	
HGNC:40625	ADAMTS9-AS1	ADAMTS9 antisense RNA 1		
HGNC:42435	ADAMTS9-AS2	ADAMTS9 antisense RNA 2		
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	ADAM-TS10	
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12		
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14		
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15		
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	ADAMTS16s	
HGNC:55548	ADAMTS16-DT	ADAMTS16 divergent transcript		
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	FLJ32769, FLJ16363	
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18		
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19		
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1	RP11-346A9.1	
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	GON-1	
HGNC:14632	ADAMTSL1	ADAMTS like 1	ADAMTSR1, FLJ35283	punctin, punctin-1
HGNC:14631	ADAMTSL2	ADAMTS like 2	KIAA0605	
HGNC:14633	ADAMTSL3	ADAMTS like 3	KIAA1233, punctin-2	
HGNC:19706	ADAMTSL4	ADAMTS like 4	DKFZP434K1772	
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	FLJ45786	
HGNC:40895	ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2		
HGNC:27912	ADAMTSL5	ADAMTS like 5		
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	GCS1L	
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2		
HGNC:225	ADAR	adenosine deaminase RNA specific	ADAR1	
HGNC:226	ADARB1	adenosine deaminase RNA specific B1	ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	RED1 homolog (rat)
HGNC:227	ADARB2	adenosine deaminase RNA specific B2 (inactive)	RED2, hRED2, ADAR3	RED2 homolog (rat)
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1	bA466B20.1	
HGNC:228	ADAT1	adenosine deaminase tRNA specific 1		
HGNC:21172	ADAT2	adenosine deaminase tRNA specific 2	dJ20N2.1, TAD2	tRNA-specific adenosine deaminase 2 homolog (S. cerevisiae)
HGNC:25151	ADAT3	adenosine deaminase tRNA specific 3	TAD3	tRNA-specific adenosine deaminase 3 homolog (S. cerevisiae)
HGNC:19038	ADCK1	aarF domain containing kinase 1	FLJ39600	
HGNC:19039	ADCK2	aarF domain containing kinase 2	MGC20727	
HGNC:21738	ADCK5	aarF domain containing kinase 5	FLJ35454	
HGNC:229	ADCP1	adenosine deaminase complexing protein 1		
HGNC:232	ADCY1	adenylate cyclase 1	AC1	adenylyl cyclase subtype 1
HGNC:233	ADCY2	adenylate cyclase 2	HBAC2, KIAA1060, AC2	
HGNC:234	ADCY3	adenylate cyclase 3	AC3	
HGNC:235	ADCY4	adenylate cyclase 4	AC4	
HGNC:236	ADCY5	adenylate cyclase 5	AC5	
HGNC:237	ADCY6	adenylate cyclase 6	AC6	
HGNC:53332	ADCY6-DT	ADCY6 divergent transcript		
HGNC:238	ADCY7	adenylate cyclase 7	KIAA0037, AC7	
HGNC:239	ADCY8	adenylate cyclase 8	HBAC1, AC8	
HGNC:240	ADCY9	adenylate cyclase 9	AC9	
HGNC:21285	ADCY10	adenylate cyclase 10	SAC, Sacy, SACI, HCA2, RP1-313L4.2	soluble adenylyl cyclase, Hypercalciuria, absorptive, 2
HGNC:44143	ADCY10P1	ADCY10 pseudogene 1		
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1	PACAP	prepro-PACAP, pituitary adenylate cyclase activating polypeptide
HGNC:242	ADCYAP1R1	ADCYAP receptor type I	PAC1, PACAPR, PAC1R	PACAP receptor 1, pituitary adenylate cyclase-activating polypeptide type 1 receptor
HGNC:243	ADD1	adducin 1		alpha-adducin
HGNC:244	ADD2	adducin 2	ADDB	beta-adducin
HGNC:245	ADD3	adducin 3		gamma-adducin
HGNC:48682	ADD3-AS1	ADD3 antisense RNA 1		
HGNC:21212	ADGB	androglobin	FLJ23121, dJ408K24.1, CAPN16	
HGNC:55654	ADGB-DT	ADGB divergent transcript		
HGNC:13838	ADGRA1	adhesion G protein-coupled receptor A1	KIAA1828	
HGNC:49543	ADGRA1-AS1	ADGRA1 antisense RNA 1		
HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390	tumor endothelial marker 5
HGNC:13839	ADGRA3	adhesion G protein-coupled receptor A3	FLJ38547, PGR21	
HGNC:55918	ADGRA3P1	ADGRA3 pseudogene 1		
HGNC:943	ADGRB1	adhesion G protein-coupled receptor B1		
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2		
HGNC:945	ADGRB3	adhesion G protein-coupled receptor B3	KIAA0550	
HGNC:55774	ADGRB3-DT	ADGRB3 divergent transcript		
HGNC:19893	ADGRD1	adhesion G protein-coupled receptor D1	DKFZp434B1272, PGR25	
HGNC:53314	ADGRD1-AS1	ADGRD1 antisense RNA 1	LACAT8	lung adenocarcinoma-associated transcript 8
HGNC:18651	ADGRD2	adhesion G protein-coupled receptor D2	PGR24	
HGNC:3336	ADGRE1	adhesion G protein-coupled receptor E1		
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2	CD312	
HGNC:23647	ADGRE3	adhesion G protein-coupled receptor E3		
HGNC:19240	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	PGR16	
HGNC:1711	ADGRE5	adhesion G protein-coupled receptor E5	TM7LN1	leukocyte antigen CD97, seven-span transmembrane protein, seven-transmembrane, heterodimeric receptor associated with inflammation, seven transmembrane helix receptor
HGNC:18990	ADGRF1	adhesion G protein-coupled receptor F1	hGPCR36, PGR19	
HGNC:18991	ADGRF2	adhesion G protein-coupled receptor F2	hGPCR35, PGR20	
HGNC:18989	ADGRF3	adhesion G protein-coupled receptor F3	hGPCR37, PGR23	
HGNC:19011	ADGRF4	adhesion G protein-coupled receptor F4	FLJ38076, PGR18	
HGNC:19030	ADGRF5	adhesion G protein-coupled receptor F5	DKFZp564O1923, KIAA0758	
HGNC:40864	ADGRF5-AS1	ADGRF5 antisense RNA 1		
HGNC:32922	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1		
HGNC:32921	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2		
HGNC:4512	ADGRG1	adhesion G protein-coupled receptor G1	TM7LN4, TM7XN1	
HGNC:4516	ADGRG2	adhesion G protein-coupled receptor G2	HE6, TM7LN2, EDDM6	epididymal protein 6
HGNC:13728	ADGRG3	adhesion G protein-coupled receptor G3	Pb99, PGR26	
HGNC:18992	ADGRG4	adhesion G protein-coupled receptor G4	RP1-299I16, PGR17	
HGNC:19010	ADGRG5	adhesion G protein-coupled receptor G5	PGR27	
HGNC:13841	ADGRG6	adhesion G protein-coupled receptor G6	FLJ14937	
HGNC:19241	ADGRG7	adhesion G protein-coupled receptor G7	FLJ14454	
HGNC:20973	ADGRL1	adhesion G protein-coupled receptor L1	KIAA0821, CIRL1, LEC2	
HGNC:55309	ADGRL1-AS1	ADGRL1 antisense RNA 1		
HGNC:18582	ADGRL2	adhesion G protein-coupled receptor L2	KIAA0786, LEC1, CIRL2	calcium-independent alpha-latrotoxin receptor 2
HGNC:20974	ADGRL3	adhesion G protein-coupled receptor L3	KIAA0768, LEC3	
HGNC:50604	ADGRL3-AS1	ADGRL3 antisense RNA 1		
HGNC:20822	ADGRL4	adhesion G protein-coupled receptor L4	ETL	
HGNC:17416	ADGRV1	adhesion G protein-coupled receptor V1	DKFZp761P0710, KIAA0686, FEB4, VLGR1	
HGNC:249	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide		
HGNC:250	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide		
HGNC:251	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide		
HGNC:252	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	ADH-2	
HGNC:253	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	ADH-3, ADHX, GSNOR	S-nitrosoglutathione reductase
HGNC:22976	ADH5P2	ADH5 pseudogene 2		
HGNC:22991	ADH5P3	ADH5 pseudogene 3		
HGNC:21377	ADH5P4	ADH5 pseudogene 4	bA707M13.2	
HGNC:54523	ADH5P5	ADH5 pseudogene 5		
HGNC:255	ADH6	alcohol dehydrogenase 6 (class V)	ADH-5	
HGNC:256	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	ADH-4	
HGNC:16354	ADHFE1	alcohol dehydrogenase iron containing 1	FLJ32430	hydroxyacid-oxoacid transhydrogenase
HGNC:30576	ADI1	acireductone dioxygenase 1	SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD	membrane-type 1 matrix metalloproteinase cytoplasmic tail binding protein-1
HGNC:52339	ADI1P1	acireductone dioxygenase 1 pseudogene 1		
HGNC:52340	ADI1P2	acireductone dioxygenase 1 pseudogene 2		
HGNC:52341	ADI1P3	acireductone dioxygenase 1 pseudogene 3		
HGNC:28606	ADIG	adipogenin	MGC39724, SMAF1, RP5-1100H13.2	small adipocyte factor 1
HGNC:13633	ADIPOQ	adiponectin, C1Q and collagen domain containing	ACRP30, apM1, GBP28, adiponectin	adipose most abundant gene transcript 1, adiponectin precursor
HGNC:40648	ADIPOQ-AS1	ADIPOQ antisense RNA 1		
HGNC:24040	ADIPOR1	adiponectin receptor 1	PAQR1, ACDCR1	
HGNC:44910	ADIPOR1P1	adiponectin receptor 1 pseudogene 1		
HGNC:44911	ADIPOR1P2	adiponectin receptor 1 pseudogene 2		
HGNC:24041	ADIPOR2	adiponectin receptor 2	PAQR2, ACDCR2	
HGNC:24043	ADIRF	adipogenesis regulatory factor	APM2, AFRO	adipose specific 2, adipose most abundant gene transcript 2, adipogenesis factor rich in obesity
HGNC:45127	ADIRF-AS1	ADIRF antisense RNA 1		
HGNC:257	ADK	adenosine kinase	AK	adenosine 5'-phosphotransferase
HGNC:259	ADM	adrenomedullin	AM	
HGNC:55516	ADM-DT	ADM divergent transcript		
HGNC:28898	ADM2	adrenomedullin 2	AM2, FLJ21135	
HGNC:27293	ADM5	adrenomedullin 5 (putative)	AM5	
HGNC:15766	ADNP	activity dependent neuroprotector homeobox	KIAA0784, ADNP1	ADNP homeobox 1, activity-dependent neuroprotective protein
HGNC:51227	ADNP-AS1	ADNP antisense RNA 1		
HGNC:23803	ADNP2	ADNP homeobox 2	KIAA0863	
HGNC:23506	ADO	2-aminoethanethiol dioxygenase	FLJ14547	cysteamine dioxygenase
HGNC:262	ADORA1	adenosine A1 receptor	RDC7	
HGNC:263	ADORA2A	adenosine A2a receptor	RDC8	
HGNC:37122	ADORA2A-AS1	ADORA2A antisense RNA 1	FLJ34651	
HGNC:264	ADORA2B	adenosine A2b receptor		
HGNC:265	ADORA2BP1	adenosine A2b receptor pseudogene 1		
HGNC:268	ADORA3	adenosine A3 receptor	AD026, A3AR	
HGNC:25250	ADPGK	ADP dependent glucokinase	DKFZp434B195, ADP-GK	
HGNC:44144	ADPGK-AS1	ADPGK antisense RNA 1		
HGNC:269	ADPRH	ADP-ribosylarginine hydrolase	ARH1	[Protein ADP-ribosylarginine] hydrolase
HGNC:21303	ADPRHL1	ADP-ribosylhydrolase like 1	ARH2	ADP-ribosylarginine hydrolase like 1
HGNC:30925	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	MDS006	
HGNC:21304	ADPRS	ADP-ribosylserine hydrolase	ARH3, FLJ20446	ADP-ribosylarginine hydrolase like 2
HGNC:277	ADRA1A	adrenoceptor alpha 1A	ADRA1L1	
HGNC:278	ADRA1B	adrenoceptor alpha 1B		
HGNC:280	ADRA1D	adrenoceptor alpha 1D	ADRA1R, ADRA1A, ADRA1	
HGNC:281	ADRA2A	adrenoceptor alpha 2A	ADRAR	alpha-2AAR subtype C10,  alpha-2A-adrenergic receptor
HGNC:282	ADRA2B	adrenoceptor alpha 2B	ADRARL1	
HGNC:283	ADRA2C	adrenoceptor alpha 2C	ADRARL2	
HGNC:285	ADRB1	adrenoceptor beta 1		
HGNC:286	ADRB2	adrenoceptor beta 2	ADRBR, BAR, B2AR	
HGNC:288	ADRB3	adrenoceptor beta 3		
HGNC:15759	ADRM1	ADRM1 26S proteasome ubiquitin receptor	GP110, Rpn13, ARM1, PSMD16	
HGNC:291	ADSL	adenylosuccinate lyase		
HGNC:20093	ADSS1	adenylosuccinate synthase 1	FLJ38602	
HGNC:292	ADSS2	adenylosuccinate synthase 2		
HGNC:21214	ADTRP	androgen dependent TFPI regulating protein	dJ413H6.1, AIG1L	androgen-induced 1-like
HGNC:303	AEBP1	AE binding protein 1	ACLP	aortic carboxypeptidase-like protein, adipocyte enhancer binding protein 1
HGNC:24051	AEBP2	AE binding protein 2	MGC17922	
HGNC:25722	AEN	apoptosis enhancing nuclease	FLJ12484, FLJ12562	
HGNC:24017	AFAP1	actin filament associated protein 1	AFAP-110, AFAP	
HGNC:28141	AFAP1-AS1	AFAP1 antisense RNA 1	MGC10981	
HGNC:26714	AFAP1L1	actin filament associated protein 1 like 1	FLJ36748	
HGNC:25901	AFAP1L2	actin filament associated protein 1 like 2	FLJ14564, Em:AC005383.4, XB130	
HGNC:7137	AFDN	afadin, adherens junction formation factor	AF-6, AF6	
HGNC:21236	AFDN-DT	AFDN divergent transcript	HGC6.4, dJ431P23.3	
HGNC:7135	AFF1	AF4/FMR2 family member 1	AF-4, AF4	
HGNC:53447	AFF1-AS1	AFF1 antisense RNA 1		
HGNC:3776	AFF2	AF4/FMR2 family member 2	FRAXE	
HGNC:41334	AFF2-IT1	AFF2 intronic transcript 1		
HGNC:6473	AFF3	AF4/FMR2 family member 3	MLLT2-like	
HGNC:17869	AFF4	AF4/FMR2 family member 4	AF5Q31, MCEF	ALL1 fused gene from 5q31
HGNC:55235	AFF4-DT	AFF4 divergent transcript		
HGNC:16411	AFG1L	AFG1 like ATPase	AFG1	ATPase family gene 1 homolog (S. cerevisiae)
HGNC:314	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene		
HGNC:315	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	SPAX5	
HGNC:24169	AFG3L2P1	AFG3L2 pseudogene 1		
HGNC:316	AFM	afamin	ALB2, ALBA	
HGNC:20910	AFMID	arylformamidase	DKFZp686F03259, KF	kynurenine formamidase
HGNC:317	AFP	alpha fetoprotein	FETA	alpha-fetoprotein
HGNC:25951	AFTPH	aftiphilin	MGC33965, FLJ20080, FLJ23793, Nbla10388	
HGNC:52788	AFTPH-DT	AFTPH divergent transcript		
HGNC:318	AGA	aspartylglucosaminidase	ASRG	glycosylasparaginase, N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase
HGNC:27730	AGA-DT	AGA divergent transcript		
HGNC:16922	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	KIAA1099, GGAP1	
HGNC:41427	AGAP1-IT1	AGAP1 intronic transcript 1		
HGNC:16921	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2		
HGNC:48633	AGAP2-AS1	AGAP2 antisense RNA 1	LOC100130776, PUNISHER	
HGNC:16923	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3		
HGNC:23459	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	Em:AC012044.1, MRIP2	
HGNC:23467	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	Em:AC073389.1	
HGNC:23466	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	bA324H6.1	
HGNC:23465	AGAP7P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene	bA109G10.1	
HGNC:23463	AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	bA301J7.2, FLJ00312	
HGNC:23659	AGAP10P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 10, pseudogene	bA358L16.1, bA144G6.2	
HGNC:29421	AGAP11	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11	KIAA1975	
HGNC:23661	AGAP12P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene	bA164N7.2	
HGNC:23499	AGAP13P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 13, pseudogene	bA548K23.1	
HGNC:23660	AGAP14P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene	bA145E20.1	
